cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
058805610,No data found,,,,,,,,
057648520,No data found,,,,,,,,
058937810,No data found,,,,,,,,
058933Y10,No data found,,,,,,,,
058988910,No data found,,,,,,,,
059156R10,No data found,,,,,,,,
059511210,No data found,,,,,,,,
060315810,No data found,,,,,,,,
060671020,No data found,,,,,,,,
060782810,No data found,,,,,,,,
060855R10,No data found,,,,,,,,
060902710,No data found,,,,,,,,
061536910,No data found,,,,,,,,
059668010,No data found,,,,,,,,
060649T10,No data found,,,,,,,,
061539420,No data found,,,,,,,,
061770010,No data found,,,,,,,,
062458010,No data found,,,,,,,,
062671710,No data found,,,,,,,,
062675510,No data found,,,,,,,,
059491810,No data found,,,,,,,,
062933710,No data found,,,,,,,,
062846410,No data found,,,,,,,,
062944T10,No data found,,,,,,,,
063501710,No data found,,,,,,,,
063530910,No data found,,,,,,,,
063627430,No data found,,,,,,,,
063787010,No data found,,,,,,,,
063886Q10,No data found,,,,,,,,
063938C10,No data found,,,,,,,,
062937750,No data found,,,,,,,,
063110310,No data found,,,,,,,,
064031N10,No data found,,,,,,,,
064110D10,No data found,,,,,,,,
064049M20,No data found,,,,,,,,
064110W10,No data found,,,,,,,,
064111Q10,No data found,,,,,,,,
065365610,No data found,,,,,,,,
065339F10,No data found,,,,,,,,
065566310,No data found,,,,,,,,
063888U10,No data found,,,,,,,,
066585910,No data found,,,,,,,,
067000B10,No data found,,,,,,,,
066680710,No data found,,,,,,,,
067011P10,No data found,,,,,,,,
067018T10,No data found,,,,,,,,
067034610,No data found,,,,,,,,
067066G10,No data found,,,,,,,,
067103X10,No data found,,,,,,,,
068162K10,No data found,,,,,,,,
068066520,No data found,,,,,,,,
068218910,No data found,,,,,,,,
068389X10,No data found,,,,,,,,
068554V10,No data found,,,,,,,,
068571X10,No data found,,,,,,,,
068371510,No data found,,,,,,,,
00435f309,No data found,,,,,,,,
068628V30,No data found,,,,,,,,
068668810,No data found,,,,,,,,
068823920,No data found,,,,,,,,
069318J10,No data found,,,,,,,,
069331C10,No data found,,,,,,,,
069336T20,No data found,,,,,,,,
069344D40,No data found,,,,,,,,
069365610,No data found,,,,,,,,
069348310,No data found,,,,,,,,
069370C10,No data found,,,,,,,,
070109410,No data found,,,,,,,,
070334310,No data found,,,,,,,,
070432610,No data found,,,,,,,,
070348110,No data found,,,,,,,,
07556QBT1,No data found,,,,,,,,
070432V10,No data found,,,,,,,,
070557310,No data found,,,,,,,,
070632710,No data found,,,,,,,,
070931T10,No data found,,,,,,,,
071344810,No data found,,,,,,,,
071708110,No data found,,,,,,,,
071377A10,No data found,,,,,,,,
071940510,No data found,,,,,,,,
072913210,No data found,,,,,,,,
073317470,No data found,,,,,,,,
073912810,No data found,,,,,,,,
073754Y10,No data found,,,,,,,,
074005P10,No data found,,,,,,,,
073927610,No data found,,,,,,,,
074022D30,No data found,,,,,,,,
074331210,No data found,,,,,,,,
074340W10,No data found,,,,,,,,
072703H10,No data found,,,,,,,,
074460D10,No data found,,,,,,,,
074730110,No data found,,,,,,,,
074752510,No data found,,,,,,,,
074790620,No data found,,,,,,,,
074838J10,No data found,,,,,,,,
074874Q10,No data found,,,,,,,,
074966010,No data found,,,,,,,,
074967R10,No data found,,,,,,,,
075023610,No data found,,,,,,,,
075473010,No data found,,,,,,,,
075524B10,No data found,,,,,,,,
075540810,No data found,,,,,,,,
00403H108,No data found,,,,,,,,
075807540,No data found,,,,,,,,
075953010,No data found,,,,,,,,
076075910,No data found,,,,,,,,
076115210,No data found,,,,,,,,
076122Q10,No data found,,,,,,,,
076680R20,No data found,,,,,,,,
075689M10,No data found,,,,,,,,
97717x867,,ETF,,,,,,,
076720410,No data found,,,,,,,,
077390310,No data found,,,,,,,,
077829610,No data found,,,,,,,,
078184620,No data found,,,,,,,,
078385910,No data found,,,,,,,,
078184630,No data found,,,,,,,,
078388J10,No data found,,,,,,,,
078409V10,No data found,,,,,,,,
078442P10,No data found,,,,,,,,
078454L10,No data found,,,,,,,,
078411710,No data found,,,,,,,,
078648T10,No data found,,,,,,,,
078573L10,No data found,,,,,,,,
40178D400,No data found,,,,,,,,
080386630,No data found,,,,,,,,
080105610,No data found,,,,,,,,
080603710,No data found,,,,,,,,
081630010,No data found,,,,,,,,
081762P10,No data found,,,,,,,,
082488910,No data found,,,,,,,,
082509L10,No data found,,,,,,,,
082691910,No data found,,,,,,,,
082706C10,No data found,,,,,,,,
082907310,No data found,,,,,,,,
083087910,No data found,,,,,,,,
083175M20,No data found,,,,,,,,
083186520,No data found,,,,,,,,
083545G10,No data found,,,,,,,,
084470P10,No data found,,,,,,,,
084265V10,No data found,,,,,,,,
085450210,No data found,,,,,,,,
085524410,No data found,,,,,,,,
085811910,No data found,,,,,,,,
085837510,No data found,,,,,,,,
086101210,No data found,,,,,,,,
085858610,No data found,,,,,,,,
084756010,No data found,,,,,,,,
086183P10,No data found,,,,,,,,
086887310,No data found,,,,,,,,
086722A10,No data found,,,,,,,,
086415910,No data found,,,,,,,,
087157B10,No data found,,,,,,,,
087182910,No data found,,,,,,,,
087160710,No data found,,,,,,,,
087259010,No data found,,,,,,,,
085747710,No data found,,,,,,,,
087405410,No data found,,,,,,,,
087724P10,No data found,,,,,,,,
087901J10,No data found,,,,,,,,
087874R10,No data found,,,,,,,,
087874220,No data found,,,,,,,,
087936010,No data found,,,,,,,,
088031M10,No data found,,,,,,,,
087927320,No data found,,,,,,,,
088034910,No data found,,,,,,,,
088077010,No data found,,,,,,,,
088268110,No data found,,,,,,,,
088224Q10,No data found,,,,,,,,
088320310,No data found,,,,,,,,
088355610,No data found,,,,,,,,
088490310,No data found,,,,,,,,
088642310,No data found,,,,,,,,
088688510,No data found,,,,,,,,
088033G40,No data found,,,,,,,,
088738910,No data found,,,,,,,,
089223110,No data found,,,,,,,,
089353D10,No data found,,,,,,,,
089364110,No data found,,,,,,,,
089400J10,No data found,,,,,,,,
089417E10,No data found,,,,,,,,
089421Q20,No data found,,,,,,,,
089465010,No data found,,,,,,,,
089531P10,No data found,,,,,,,,
089109210,No data found,,,,,,,,
089623910,No data found,,,,,,,,
089233130,No data found,,,,,,,,
089628810,No data found,,,,,,,,
089694520,No data found,,,,,,,,
089643830,No data found,,,,,,,,
089785X10,No data found,,,,,,,,
089785L10,No data found,,,,,,,,
089869720,No data found,,,,,,,,
090249410,No data found,,,,,,,,
090476770,No data found,,,,,,,,
090781810,No data found,,,,,,,,
090921810,No data found,,,,,,,,
091034010,No data found,,,,,,,,
080105N10,No data found,,,,,,,,
086366710,No data found,,,,,,,,
090467720,No data found,,,,,,,,
091087340,No data found,,,,,,,,
091168410,No data found,,,,,,,,
091131210,No data found,,,,,,,,
091324P10,No data found,,,,,,,,
091704710,No data found,,,,,,,,
091879Q10,No data found,,,,,,,,
092047W10,No data found,,,,,,,,
092165910,No data found,,,,,,,,
092228010,No data found,,,,,,,,
092247510,No data found,,,,,,,,
092276F10,No data found,,,,,,,,
092335C10,No data found,,,,,,,,
092343E10,No data found,,,,,,,,
091529Y10,No data found,,,,,,,,
092345Y10,No data found,,,,,,,,
092343V10,No data found,,,,,,,,
092555010,No data found,,,,,,,,
00781P489,No data found,,,,,,,,
092581510,No data found,,,,,,,,
092835K10,No data found,,,,,,,,
092829810,No data found,,,,,,,,
093114210,No data found,,,,,,,,
093148P10,No data found,,,,,,,,
094184810,No data found,,,,,,,,
094274910,No data found,,,,,,,,
095058W10,No data found,,,,,,,,
095763810,No data found,,,,,,,,
095082P10,No data found,,,,,,,,
096924N10,No data found,,,,,,,,
095081010,No data found,,,,,,,,
096990410,No data found,,,,,,,,
097064610,No data found,,,,,,,,
098074510,No data found,,,,,,,,
098313410,No data found,,,,,,,,
098389B10,No data found,,,,,,,,
098424510,No data found,,,,,,,,
098401710,No data found,,,,,,,,
098581710,No data found,,,,,,,,
098849810,No data found,,,,,,,,
098954M10,No data found,,,,,,,,
098954M20,No data found,,,,,,,,
098981710,No data found,,,,,,,,
0G0084W10,No data found,,,,,,,,
0G0260210,No data found,,,,,,,,
0G0450A10,No data found,,,,,,,,
0G0585R10,No data found,,,,,,,,
0G2519Y10,No data found,,,,,,,,
0G2918310,No data found,,,,,,,,
0G3323L10,No data found,,,,,,,,
0G3198U10,No data found,,,,,,,,
0G3673810,No data found,,,,,,,,
0G3682E19,No data found,,,,,,,,
0G3922B10,No data found,,,,,,,,
0G4705A10,No data found,,,,,,,,
0G0408V10,No data found,,,,,,,,
30205M201,No data found,,,,,,,,
0G5315B10,No data found,,,,,,,,
0G5960L10,No data found,,,,,,,,
0G6359F10,No data found,,,,,,,,
0G6543110,No data found,,,,,,,,
0G6577310,No data found,,,,,,,,
0G7496G10,No data found,,,,,,,,
0G4412G10,No data found,,,,,,,,
0G7945E10,No data found,,,,,,,,
0G9108L10,No data found,,,,,,,,
0G7945M10,No data found,,,,,,,,
US46435G6,No data found,,,,,,,,
0H1467J10,No data found,,,,,,,,
0H2906T10,No data found,,,,,,,,
Q7264T252,No data found,,,,,,,,
02008G952,No data found,,,,,,,,
000360956,No data found,,,,,,,,
0M1534210,No data found,,,,,,,,
01749D905,No data found,,,,,,,,
000899904,No data found,,,,,,,,
00773T951,No data found,,,,,,,,
00973Y908,No data found,,,,,,,,
00091E909,No data found,,,,,,,,
00973Y958,No data found,,,,,,,,
00091E959,No data found,,,,,,,,
00091G904,No data found,,,,,,,,
00181T907,No data found,,,,,,,,
00288U906,No data found,,,,,,,,
00288U956,No data found,,,,,,,,
00653Q902,No data found,,,,,,,,
004468900,No data found,,,,,,,,
00737L953,No data found,,,,,,,,
00760J908,No data found,,,,,,,,
00847G904,No data found,,,,,,,,
00760J958,No data found,,,,,,,,
00857U907,No data found,,,,,,,,
00857U957,No data found,,,,,,,,
01626W951,No data found,,,,,,,,
01626W901,No data found,,,,,,,,
00509G959,No data found,,,,,,,,
00653Q952,No data found,,,,,,,,
03743Q958,No data found,,,,,,,,
01644J908,No data found,,,,,,,,
00187Y900,No data found,,,,,,,,
008252827,,ETD,,,6282,Finance Insurance And Real Estate,Investment Advice,,Trading
00217D950,No data found,,,,,,,,
2002479,No data found,,,,,,,,
030506909,No data found,,,,,,,,
039653900,No data found,,,,,,,,
02361E958,No data found,,,,,,,,
03064D958,No data found,,,,,,,,
03213A904,No data found,,,,,,,,
02361E908,No data found,,,,,,,,
03589W952,No data found,,,,,,,,
03615A908,No data found,,,,,,,,
03676C900,No data found,,,,,,,,
03676B902,No data found,,,,,,,,
03589W902,No data found,,,,,,,,
03743Q908,No data found,,,,,,,,
03763A907,No data found,,,,,,,,
04635X952,No data found,,,,,,,,
047649908,No data found,,,,,,,,
050734901,No data found,,,,,,,,
05156V952,No data found,,,,,,,,
6338169AY,No data found,,,,,,,,
05156X900,No data found,,,,,,,,
05156X950,No data found,,,,,,,,
05875B906,No data found,,,,,,,,
053604954,No data found,,,,,,,,
047649958,No data found,,,,,,,,
06748F954,No data found,,,,,,,,
05156V902,No data found,,,,,,,,
057665900,No data found,,,,,,,,
051774907,No data found,,,,,,,,
04626A953,No data found,,,,,,,,
04626A903,No data found,,,,,,,,
00888H729,,ETF,,,,,,,
11284V905,No data found,,,,,,,,
00888H661,,ETF,,,,,,,
13057Q955,No data found,,,,,,,,
02072Q580,,ETF,,,,,,,
01989A209,,ETF,,,,,,,
02072L474,,ETF,,,,,,,
148929952,No data found,,,,,,,,
56166y404,No data found,,,,,,,,
171484908,No data found,,,,,,,,
15101Q957,No data found,,,,,,,,
02072L813,,ETF,,,,,,,
12674W909,No data found,,,,,,,,
12529R907,No data found,,,,,,,,
129500954,No data found,,,,,,,,
134748902,No data found,,,,,,,,
13646K958,No data found,,,,,,,,
13646K908,No data found,,,,,,,,
137404959,No data found,,,,,,,,
14147L908,No data found,,,,,,,,
13057Q905,No data found,,,,,,,,
14161W955,No data found,,,,,,,,
134748952,No data found,,,,,,,,
04314h204,No data found,,,,,,,,
14316J908,No data found,,,,,,,,
14316J958,No data found,,,,,,,,
143905907,No data found,,,,,,,,
13803R951,No data found,,,,,,,,
141788909,No data found,,,,,,,,
15643U904,No data found,,,,,,,,
674215957,No data found,,,,,,,,
138035904,No data found,,,,,,,,
15643U954,No data found,,,,,,,,
674215907,No data found,,,,,,,,
14843C905,No data found,,,,,,,,
19247A900,No data found,,,,,,,,
032108490,,ETF,,,,,,,
224408904,No data found,,,,,,,,
22663K907,No data found,,,,,,,,
22717L901,No data found,,,,,,,,
12653C908,No data found,,,,,,,,
22266T909,No data found,,,,,,,,
20464U900,No data found,,,,,,,,
G2143T953,No data found,,,,,,,,
17888H903,No data found,,,,,,,,
17888H953,No data found,,,,,,,,
18914F953,No data found,,,,,,,,
229050907,No data found,,,,,,,,
19247G907,No data found,,,,,,,,
17253J956,No data found,,,,,,,,
18452B959,No data found,,,,,,,,
19247G957,No data found,,,,,,,,
G25457905,No data found,,,,,,,,
20717M953,No data found,,,,,,,,
205768952,No data found,,,,,,,,
19459J904,No data found,,,,,,,,
G25508955,No data found,,,,,,,,
20464U950,No data found,,,,,,,,
21871N901,No data found,,,,,,,,
20602D901,No data found,,,,,,,,
20717M903,No data found,,,,,,,,
21871N951,No data found,,,,,,,,
21874C902,No data found,,,,,,,,
21874C952,No data found,,,,,,,,
219948906,No data found,,,,,,,,
22266M904,No data found,,,,,,,,
229663909,No data found,,,,,,,,
22266T959,No data found,,,,,,,,
229663959,No data found,,,,,,,,
44952J954,No data found,,,,,,,,
G25457955,No data found,,,,,,,,
44952J904,No data found,,,,,,,,
06748M196,,ETN,,,,,,,
06748M188,,ETN,,,,,,,
06368L304,,ETN,,,,,,,
06683K106,No data found,,,,,,,,
06368J309,,ETN,,,,,,,
092528702,,ETF,,,,,,,
072743404,No data found,,,,,,,,
G2717B908,No data found,,,,,,,,
09290C731,,ETF,,,,,,,
12662P908,No data found,,,,,,,,
12662P958,No data found,,,,,,,,
126633905,No data found,,,,,,,,
23703Q903,No data found,,,,,,,,
230031906,No data found,,,,,,,,
Y1968P901,No data found,,,,,,,,
Y1968P951,No data found,,,,,,,,
29082A907,No data found,,,,,,,,
4001E0112,No data found,,,,,,,,
29261A900,No data found,,,,,,,,
23345M907,No data found,,,,,,,,
33768G907,No data found,,,,,,,,
15677J908,No data found,,,,,,,,
23703Q953,No data found,,,,,,,,
23834J901,No data found,,,,,,,,
23954D959,No data found,,,,,,,,
24823R905,No data found,,,,,,,,
268150909,No data found,,,,,,,,
24906P959,No data found,,,,,,,,
26603R906,No data found,,,,,,,,
26701L900,No data found,,,,,,,,
25401T903,No data found,,,,,,,,
250565908,No data found,,,,,,,,
250565958,No data found,,,,,,,,
25525P907,No data found,,,,,,,,
25525P957,No data found,,,,,,,,
26152H951,No data found,,,,,,,,
28106W903,No data found,,,,,,,,
26210C904,No data found,,,,,,,,
26622P907,No data found,,,,,,,,
26701L950,No data found,,,,,,,,
268150959,No data found,,,,,,,,
27627N905,No data found,,,,,,,,
28414H903,No data found,,,,,,,,
29332G902,No data found,,,,,,,,
384747901,No data found,,,,,,,,
384747951,No data found,,,,,,,,
26818M908,No data found,,,,,,,,
G3730V905,No data found,,,,,,,,
G39387908,No data found,,,,,,,,
13515Q103,No data found,,,,,,,,
37611X900,No data found,,,,,,,,
37611X950,No data found,,,,,,,,
14020Y888,,ETF,,,,,,,
34379V903,No data found,,,,,,,,
39854F901,No data found,,,,,,,,
338307901,No data found,,,,,,,,
35137L905,No data found,,,,,,,,
35137L955,No data found,,,,,,,,
358054904,No data found,,,,,,,,
35909D909,No data found,,,,,,,,
457730959,No data found,,,,,,,,
399909950,No data found,,,,,,,,
34379V953,No data found,,,,,,,,
12811T209,,ETF,,,,,,,
14020Y870,,ETF,,,,,,,
35953C906,No data found,,,,,,,,
359664909,No data found,,,,,,,,
81663L900,No data found,,,,,,,,
35969L908,No data found,,,,,,,,
379378951,No data found,,,,,,,,
374396906,No data found,,,,,,,,
36472T909,No data found,,,,,,,,
G35947952,No data found,,,,,,,,
G3730V955,No data found,,,,,,,,
G3934V909,No data found,,,,,,,,
G38327905,No data found,,,,,,,,
G39387958,No data found,,,,,,,,
42250P953,No data found,,,,,,,,
G35947902,No data found,,,,,,,,
156615106,No data found,,,,,,,,
423403904,No data found,,,,,,,,
43114Q905,No data found,,,,,,,,
BZ1HM4902,No data found,,,,,,,,
19761L854,,ETF,,,,,,,
443510907,No data found,,,,,,,,
423403954,No data found,,,,,,,,
210322707,,ETF,,,,,,,
428103905,No data found,,,,,,,,
22542D233,,ETN,,,,,,,
21871X208,,ETD,,,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance
19761L862,,ETF,,,,,,,
22675W107,No data found,,,,,,,,
43283X905,No data found,,,,,,,,
433921903,No data found,,,,,,,,
403949900,No data found,,,,,,,,
403949950,No data found,,,,,,,,
438333956,No data found,,,,,,,,
415858959,No data found,,,,,,,,
44267T902,No data found,,,,,,,,
402635902,No data found,,,,,,,,
433000956,No data found,,,,,,,,
42250P903,No data found,,,,,,,,
02215L959,No data found,,,,,,,,
450056956,No data found,,,,,,,,
45073V908,No data found,,,,,,,,
N44445959,No data found,,,,,,,,
45256X903,No data found,,,,,,,,
45256X953,No data found,,,,,,,,
45258J952,No data found,,,,,,,,
453204909,No data found,,,,,,,,
457642955,No data found,,,,,,,,
45569U901,No data found,,,,,,,,
45569U951,No data found,,,,,,,,
25434V534,,ETF,,,,,,,
457730909,No data found,,,,,,,,
45258J902,No data found,,,,,,,,
46125A900,No data found,,,,,,,,
46125A950,No data found,,,,,,,,
46187W907,No data found,,,,,,,,
M53213950,No data found,,,,,,,,
45674M901,No data found,,,,,,,,
23306X878,,ETF,,,,,,,
23306X506,,ETF,,,,,,,
45826J905,No data found,,,,,,,,
45826J955,No data found,,,,,,,,
45782B952,No data found,,,,,,,,
49714P958,No data found,,,,,,,,
49714P908,No data found,,,,,,,,
23346J103,No data found,,,,,,,,
50050N903,No data found,,,,,,,,
451107956,No data found,,,,,,,,
50101L906,No data found,,,,,,,,
50125G909,No data found,,,,,,,,
50101L956,No data found,,,,,,,,
501147902,No data found,,,,,,,,
G9001E908,No data found,,,,,,,,
527064909,No data found,,,,,,,,
55305B901,No data found,,,,,,,,
550424955,No data found,,,,,,,,
Y58473952,No data found,,,,,,,,
Y58473902,No data found,,,,,,,,
59045L956,No data found,,,,,,,,
654110953,No data found,,,,,,,,
654110903,No data found,,,,,,,,
219798905,No data found,,,,,,,,
670703957,No data found,,,,,,,,
550424905,No data found,,,,,,,,
683344905,No data found,,,,,,,,
74006W907,No data found,,,,,,,,
68062P906,No data found,,,,,,,,
749527957,No data found,,,,,,,,
683712903,No data found,,,,,,,,
L7579L906,No data found,,,,,,,,
02156V959,No data found,,,,,,,,
74874Q950,No data found,,,,,,,,
75700L958,No data found,,,,,,,,
N72482909,No data found,,,,,,,,
74982T903,No data found,,,,,,,,
55826T902,No data found,,,,,,,,
782011900,No data found,,,,,,,,
78349D907,No data found,,,,,,,,
78709Y905,No data found,,,,,,,,
G87264950,No data found,,,,,,,,
859241951,No data found,,,,,,,,
99AAY2T8U,No data found,,,,,,,,
85859N902,No data found,,,,,,,,
85859N952,No data found,,,,,,,,
Y8565N900,No data found,,,,,,,,
Y8565N950,No data found,,,,,,,,
M96088955,No data found,,,,,,,,
25861R709,,ETF,,,,,,,
25861R501,,ETF,,,,,,,
25861R600,,ETF,,,,,,,
25461A106,,ETF,,,,,,,
25461A304,,ETF,,,,,,,
89377M959,No data found,,,,,,,,
25460G179,,ETF,,,,,,,
89157D955,No data found,,,,,,,,
898202906,No data found,,,,,,,,
91325V908,No data found,,,,,,,,
872657901,No data found,,,,,,,,
898202956,No data found,,,,,,,,
91325V958,No data found,,,,,,,,
90184D900,No data found,,,,,,,,
90184D950,No data found,,,,,,,,
90364P905,No data found,,,,,,,,
90278Q908,No data found,,,,,,,,
89422G957,No data found,,,,,,,,
910873905,No data found,,,,,,,,
91688F904,No data found,,,,,,,,
888787908,No data found,,,,,,,,
89377M909,No data found,,,,,,,,
902653954,No data found,,,,,,,,
92243A900,No data found,,,,,,,,
87256C901,No data found,,,,,,,,
888787958,No data found,,,,,,,,
92243G908,No data found,,,,,,,,
90364P955,No data found,,,,,,,,
91688F954,No data found,,,,,,,,
922280952,No data found,,,,,,,,
87256C951,No data found,,,,,,,,
G89479952,No data found,,,,,,,,
G9108L903,No data found,,,,,,,,
922280902,No data found,,,,,,,,
G9108L953,No data found,,,,,,,,
92536C903,No data found,,,,,,,,
92243G958,No data found,,,,,,,,
92338C903,No data found,,,,,,,,
89455T909,No data found,,,,,,,,
92338C953,No data found,,,,,,,,
92537N908,No data found,,,,,,,,
92537N958,No data found,,,,,,,,
927959906,No data found,,,,,,,,
92854T950,No data found,,,,,,,,
29430C902,No data found,,,,,,,,
92347M900,No data found,,,,,,,,
92511U902,No data found,,,,,,,,
92538J906,No data found,,,,,,,,
92552V900,No data found,,,,,,,,
92556V906,No data found,,,,,,,,
925815902,No data found,,,,,,,,
92840M902,No data found,,,,,,,,
92764N952,No data found,,,,,,,,
92766K953,No data found,,,,,,,,
29430C952,No data found,,,,,,,,
92837L909,No data found,,,,,,,,
92719V900,No data found,,,,,,,,
92846Q907,No data found,,,,,,,,
925050906,No data found,,,,,,,,
92847W903,No data found,,,,,,,,
925050956,No data found,,,,,,,,
92852X903,No data found,,,,,,,,
92766K903,No data found,,,,,,,,
516806905,No data found,,,,,,,,
92337R951,No data found,,,,,,,,
92686J906,No data found,,,,,,,,
92686J956,No data found,,,,,,,,
516806955,No data found,,,,,,,,
92719V950,No data found,,,,,,,,
00181T957,No data found,,,,,,,,
00737L903,No data found,,,,,,,,
29287L700,,ETF,,,,,,,
00810F906,No data found,,,,,,,,
01644J958,No data found,,,,,,,,
142339900,No data found,,,,,,,,
161216950,No data found,,,,,,,,
03213A954,No data found,,,,,,,,
05337M954,No data found,,,,,,,,
018802958,No data found,,,,,,,,
05759B907,No data found,,,,,,,,
01749D955,No data found,,,,,,,,
05875B956,No data found,,,,,,,,
019770906,No data found,,,,,,,,
03168L905,No data found,,,,,,,,
03237H901,No data found,,,,,,,,
03783C950,No data found,,,,,,,,
03782L901,No data found,,,,,,,,
03940C950,No data found,,,,,,,,
00770K902,No data found,,,,,,,,
11275Q907,No data found,,,,,,,,
301471108,,ETF,,,,,,,
13803R901,No data found,,,,,,,,
03237H951,No data found,,,,,,,,
03676B952,No data found,,,,,,,,
26145B906,No data found,,,,,,,,
20602D951,No data found,,,,,,,,
216648901,No data found,,,,,,,,
358029906,No data found,,,,,,,,
224408954,No data found,,,,,,,,
219948956,No data found,,,,,,,,
227796521,No data found,,,,,,,,
27627N955,No data found,,,,,,,,
28618M956,No data found,,,,,,,,
22663K957,No data found,,,,,,,,
402635952,No data found,,,,,,,,
26740W909,No data found,,,,,,,,
254604951,No data found,,,,,,,,
83405k102,No data found,,,,,,,,
34959J908,No data found,,,,,,,,
23204G900,No data found,,,,,,,,
15677J958,No data found,,,,,,,,
42225T957,No data found,,,,,,,,
392709951,No data found,,,,,,,,
392709901,No data found,,,,,,,,
444144959,No data found,,,,,,,,
405552900,No data found,,,,,,,,
23284F905,No data found,,,,,,,,
26154D900,No data found,,,,,,,,
26622P957,No data found,,,,,,,,
26818M958,No data found,,,,,,,,
28414H953,No data found,,,,,,,,
254604901,No data found,,,,,,,,
29415F904,No data found,,,,,,,,
30052F950,No data found,,,,,,,,
26154D950,No data found,,,,,,,,
30233G909,No data found,,,,,,,,
21867A955,No data found,,,,,,,,
302492903,No data found,,,,,,,,
26817Q906,No data found,,,,,,,,
33748L901,No data found,,,,,,,,
338307951,No data found,,,,,,,,
346232901,No data found,,,,,,,,
35909D959,No data found,,,,,,,,
29415F954,No data found,,,,,,,,
G5269C901,No data found,,,,,,,,
498894954,No data found,,,,,,,,
71708FR46,No data found,,,,,,,,
525558951,No data found,,,,,,,,
450056906,No data found,,,,,,,,
67644C904,No data found,,,,,,,,
02215L909,No data found,,,,,,,,
315948109,,ETF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,
44852D958,No data found,,,,,,,,
45257U908,No data found,,,,,,,,
46591M909,No data found,,,,,,,,
483467906,No data found,,,,,,,,
517125950,No data found,,,,,,,,
635309906,No data found,,,,,,,,
316092162,,ETF,,,,,,,
31609A602,,ETF,,,,,,,
559663959,No data found,,,,,,,,
483497953,No data found,,,,,,,,
492327951,No data found,,,,,,,,
55305B951,No data found,,,,,,,,
63947X951,No data found,,,,,,,,
500688906,No data found,,,,,,,,
50127T959,No data found,,,,,,,,
64082B952,No data found,,,,,,,,
53115L954,No data found,,,,,,,,
559663909,No data found,,,,,,,,
60255C955,No data found,,,,,,,,
31609A875,,ETF,,,,,,,
316092121,,ETF,,,,,,,
60646V905,No data found,,,,,,,,
62955J953,No data found,,,,,,,,
46138R908,No data found,,,,,,,,
46138R958,No data found,,,,,,,,
67577C955,No data found,,,,,,,,
68571X951,No data found,,,,,,,,
68404L951,No data found,,,,,,,,
60471A901,No data found,,,,,,,,
33733E732,,ETF,,,,,,,
69553P950,No data found,,,,,,,,
651587907,No data found,,,,,,,,
46571Y907,No data found,,,,,,,,
71880K901,No data found,,,,,,,,
76029N956,No data found,,,,,,,,
00081T109,No data found,,,,,,,,
74347G909,No data found,,,,,,,,
74347G951,No data found,,,,,,,,
33740F425,,ETF,,,,,,,
M6372Q903,No data found,,,,,,,,
77664L957,No data found,,,,,,,,
33740U596,,ETF,,,,,,,
799566904,No data found,,,,,,,,
80007P909,No data found,,,,,,,,
33738D788,,ETF,,,,,,,
G7709Q954,No data found,,,,,,,,
33740U661,,ETF,,,,,,,
35473M105,,ETF,,,6221,Finance Insurance And Real Estate,Commodity Contracts Brokers & Dealers,,
92826C109,No data found,,,,,,,,
74276R952,No data found,,,,,,,,
33740F391,,ETF,,,,,,,
74319R901,No data found,,,,,,,,
74340E903,No data found,,,,,,,,
33738R621,,ETF,,,,,,,
74347G904,No data found,,,,,,,,
74837P905,No data found,,,,,,,,
75134P950,No data found,,,,,,,,
75574U951,No data found,,,,,,,,
75700L908,No data found,,,,,,,,
75901B907,No data found,,,,,,,,
75960P954,No data found,,,,,,,,
74965L901,No data found,,,,,,,,
76156B957,No data found,,,,,,,,
76655K953,No data found,,,,,,,,
33738D838,,ETF,,,,,,,
19459J954,No data found,,,,,,,,
00810F956,No data found,,,,,,,,
03940C900,No data found,,,,,,,,
03969F959,No data found,,,,,,,,
04965B900,No data found,,,,,,,,
05280R900,No data found,,,,,,,,
05614L909,No data found,,,,,,,,
76655K903,No data found,,,,,,,,
124155902,No data found,,,,,,,,
12529R957,No data found,,,,,,,,
128246905,No data found,,,,,,,,
142038908,No data found,,,,,,,,
20451W901,No data found,,,,,,,,
902653904,No data found,,,,,,,,
87266J954,No data found,,,,,,,,
92259N904,No data found,,,,,,,,
92511U952,No data found,,,,,,,,
90138Q908,No data found,,,,,,,,
00847J905,No data found,,,,,,,,
09075P905,No data found,,,,,,,,
11275Q957,No data found,,,,,,,,
11284V955,No data found,,,,,,,,
13803R902,No data found,,,,,,,,
088786908,No data found,,,,,,,,
86150R957,No data found,,,,,,,,
13803R952,No data found,,,,,,,,
04546C905,No data found,,,,,,,,
224441955,No data found,,,,,,,,
G21810959,No data found,,,,,,,,
25401T953,No data found,,,,,,,,
21867A905,No data found,,,,,,,,
28106W953,No data found,,,,,,,,
257554955,No data found,,,,,,,,
28618M906,No data found,,,,,,,,
302492953,No data found,,,,,,,,
628778902,No data found,,,,,,,,
743606905,No data found,,,,,,,,
30260D953,No data found,,,,,,,,
443510957,No data found,,,,,,,,
29975E909,No data found,,,,,,,,
44891N908,No data found,,,,,,,,
45765U953,No data found,,,,,,,,
45827U959,No data found,,,,,,,,
