cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
71535D106,,Domestic Common Stock,Healthcare,8071,Diagnostics & Research,Services,Services-Medical Laboratories,,Healthcare
15118V207,,Domestic Common Stock,Consumer Defensive,2086,Beverages - Non-Alcoholic,Manufacturing,Bottled & Canned Soft Drinks & Carbonated Waters,,Candy & Soda
16411R208,,Domestic Common Stock,Energy,4924,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,,Utilities
65340P106,,Canadian Common Stock,Basic Materials,1090,Uranium,Mining,Miscellaneous Metal Ores,,Non-Metallic and Industrial Metal Mining
69121K104,,Domestic Common Stock,Financial Services,6199,Credit Services,Finance Insurance And Real Estate,Finance Services,,Banking
70614W100,,Domestic Common Stock,Consumer Cyclical,3949,Leisure,Manufacturing,Sporting & Athletic Goods Nec,,Recreation
834203309,,Domestic Common Stock Primary Class,Healthcare,3845,Biotechnology,Manufacturing,Electromedical & Electrotherapeutic Apparatus,,Medical Equipment
101044105,,Domestic Common Stock,Communication Services,6510,Advertising Agencies,Finance Insurance And Real Estate,Real Estate Operators (No Developers) & Lessors,,Real Estate
829933100,,Domestic Common Stock,Communication Services,4832,Entertainment,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,,Communication
64111Q104,,Domestic Common Stock,Technology,3661,Communication Equipment,Manufacturing,Telephone & Telegraph Apparatus,,Electronic Equipment
586001109,,Domestic Common Stock,Consumer Cyclical,7011,Lodging,Services,Hotels & Motels,,Restaraunts Hotels Motels
65487X102,,ADR Common Stock,Financial Services,6282,Asset Management,Finance Insurance And Real Estate,Investment Advice,,Trading
981475106,,Domestic Common Stock,Energy,5172,Oil & Gas Refining & Marketing,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),,Wholesale
71377A103,,Domestic Common Stock,Consumer Defensive,5141,Food Distribution,Wholesale Trade,Wholesale-Groceries General Line,,Wholesale
96924N100,,Domestic Common Stock,Industrials,8711,Engineering & Construction,Services,Services-Engineering Services,,Business Services
974250102,,Domestic Common Stock,Consumer Cyclical,5900,Specialty Retail,Retail Trade,Retail-Miscellaneous Retail,,Retail
929566107,,Domestic Common Stock,Industrials,3715,Farm & Heavy Construction Machinery,Manufacturing,Truck Trailers,,Automobiles and Trucks
16943W105,,Domestic Common Stock,Basic Materials,2870,Agricultural Inputs,Manufacturing,Agricultural Chemicals,,Chemicals
94724R108,,Domestic Common Stock,Healthcare,7372,Health Information Services,Services,Services-Prepackaged Software,,Business Services
98401F105,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
960413102,,Domestic Common Stock,Basic Materials,2860,Specialty Chemicals,Manufacturing,Industrial Organic Chemicals,,Chemicals
98138J503,,Domestic Common Stock,Consumer Cyclical,3711,Auto Manufacturers,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks
893529107,,Domestic Common Stock,Industrials,3825,Industrial Distribution,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,,Measuring and Control Equipment
882508104,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
93148P102,,Domestic Common Stock,Financial Services,6199,Mortgage Finance,Finance Insurance And Real Estate,Finance Services,,Banking
68554V108,,Domestic Common Stock,Healthcare,3841,Medical Instruments & Supplies,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
70805E109,,Domestic Common Stock,Healthcare,8000,Medical Care Facilities,Services,Services-Health Services,,Healthcare
902673102,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
61945C103,,Domestic Common Stock,Basic Materials,2870,Agricultural Inputs,Manufacturing,Agricultural Chemicals,,Chemicals
25985W204,,ADR Common Stock,Communication Services,7370,Internet Content & Information,Services,Services-Computer Programming Data Processing Etc.,,Business Services
12686C109,,Domestic Common Stock Primary Class,Communication Services,4841,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication
G9470A102,,ADR Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
689648103,,Domestic Common Stock,Utilities,4911,Utilities - Diversified,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities
Y95308105,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
21234W103,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
91879Q109,,Domestic Common Stock,Consumer Cyclical,7990,Resorts & Casinos,Services,Services-Miscellaneous Amusement & Recreation,,Entertainment
82481R106,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
896239100,,Domestic Common Stock,Technology,3829,Scientific & Technical Instruments,Manufacturing,Measuring & Controlling Devices Nec,,Measuring and Control Equipment
91332U101,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
913915104,,Domestic Common Stock,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
26210V102,,Domestic Common Stock,Consumer Cyclical,7500,Auto & Truck Dealerships,Services,Services-Automotive Repair Services & Parking,,Personal Services
G3R25N124,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
861896108,,Domestic Common Stock Primary Class,Financial Services,6200,Capital Markets,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
04962H704,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
G0131Y100,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
928031103,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
92919F103,,Canadian Common Stock,Basic Materials,1040,Other Precious Metals & Mining,Mining,Gold And Silver Ores,,Precious Metals
98420P308,,Domestic Common Stock,Healthcare,2836,Medical Devices,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
G04819127,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
88688T100,,Domestic Common Stock,Healthcare,2833,Drug Manufacturers - Specialty & Generic,Manufacturing,Medicinal Chemicals & Botanical Products,,Pharmaceutical Products
918284100,,Domestic Common Stock Primary Class,Industrials,8711,Aerospace & Defense,Services,Services-Engineering Services,,Business Services
G0273J101,,Domestic Common Stock,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G0750N104,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G0701G125,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
63009R109,,Domestic Common Stock,Healthcare,2836,Medical Instruments & Supplies,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
G1368E106,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
031001100,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
G1827P106,,Domestic Common Stock,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G1828E100,,Domestic Common Stock,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
313148801,,Domestic Preferred Stock,Financial Services,6111,Credit Services,Finance Insurance And Real Estate,Federal & Federally-Sponsored Credit Agencies,,Banking
G2296A109,,Domestic Common Stock Primary Class,Financial Services,6199,Credit Services,Finance Insurance And Real Estate,Finance Services,,Banking
G1827K107,,Domestic Common Stock,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
25065K104,,Domestic Common Stock,Consumer Cyclical,5651,Apparel Retail,Retail Trade,Retail-Family Clothing Stores,,Retail
G6486E110,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G63212107,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G6301B101,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
67190B120,,Domestic Common Stock Warrant,Industrials,8090,Shell Companies,Services,Services-Misc Health & Allied Services Nec,,Healthcare
59833H200,,Domestic Common Stock,Technology,3829,Scientific & Technical Instruments,Manufacturing,Measuring & Controlling Devices Nec,,Measuring and Control Equipment
G6363K114,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G5501C109,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
06759L103,,Domestic Common Stock Primary Class,Financial Services,6199,Credit Services,Finance Insurance And Real Estate,Finance Services,,Banking
G83752116,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
550372106,,Canadian Common Stock,Basic Materials,1000,Other Industrial Metals & Mining,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining
016230104,,Domestic Common Stock,Consumer Defensive,100,Farm Products,Agriculture Forestry And Fishing,Agricultural Production-Crops,,Agriculture
G6486E102,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G6993G103,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G6005T127,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G7117W107,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G7134A104,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G7375C108,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G63221124,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
876108101,,ADR Common Stock,Consumer Defensive,8200,Education & Training Services,Services,Services-Educational Services,,Personal Services
364760108,,Domestic Common Stock,Consumer Cyclical,5651,Apparel Retail,Retail Trade,Retail-Family Clothing Stores,,Retail
G5451A103,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G5451A111,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
588448100,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
29274F104,,ADR Common Stock Primary Class,Utilities,4911,Utilities - Regulated Electric,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities
G7117W115,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
63888p406,,Domestic Common Stock,Consumer Cyclical,5190,Internet Retail,Wholesale Trade,Wholesale-Miscellaneous Nondurable Goods,,Wholesale
69553P100,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
28618M106,,Domestic Common Stock,Basic Materials,2890,Specialty Chemicals,Manufacturing,Miscellaneous Chemical Products,,Chemicals
64107n206,,Domestic Common Stock,Technology,6099,Software - Infrastructure,Finance Insurance And Real Estate,Functions Related To Depository Banking Nec,,Banking
156432106,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
09259E108,,Domestic Common Stock,Financial Services,6799,Asset Management,Finance Insurance And Real Estate,Investors Nec,,Trading
18467V109,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
36262G101,,Domestic Common Stock,Industrials,4700,Integrated Freight & Logistics,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
09175A206,,Domestic Common Stock,Financial Services,6199,Capital Markets,Finance Insurance And Real Estate,Finance Services,,Banking
08265T208,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
127203107,,Domestic Common Stock,Energy,3533,Oil & Gas Equipment & Services,Manufacturing,Oil & Gas Field Machinery & Equipment,,Machinery
03874P101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
04041L106,,Domestic Common Stock,Utilities,1389,Utilities - Regulated Water,Mining,Oil & Gas Field Services Nec,,Petroleum and Natural Gas
05366Y201,,Domestic Common Stock,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
06652N107,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
140475104,,Domestic Common Stock,Healthcare,8050,Medical Care Facilities,Services,Services-Nursing & Personal Care Facilities,,Healthcare
05356F105,,Domestic Common Stock,Healthcare,8082,Medical Care Facilities,Services,Services-Home Health Care Services,,Healthcare
05988J103,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
40449J103,,Domestic Common Stock,Consumer Cyclical,5812,Restaurants,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
00653Q102,,Domestic Common Stock Primary Class,Healthcare,8082,Medical Devices,Services,Services-Home Health Care Services,,Healthcare
04911A107,,Domestic Common Stock Primary Class,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
11133T103,,Domestic Common Stock,Technology,7389,Information Technology Services,Services,Services-Business Services Nec,,Business Services
03945R102,,Domestic Common Stock Primary Class,Industrials,3721,Aerospace & Defense,Manufacturing,Aircraft,,Aircraft
04271T100,,Domestic Common Stock,Technology,3990,Solar,Manufacturing,Miscellaneous Manufacturing Industries,,
12763L105,,Domestic Common Stock,Industrials,3842,Aerospace & Defense,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment
00548A106,,Domestic Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
67010L100,,ADR Common Stock,Industrials,3690,Electrical Equipment & Parts,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
548862101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
946760105,,Domestic Common Stock,Technology,5045,Electronics & Computer Distribution,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,,Wholesale
62856X300,,Domestic Common Stock,Healthcare,2835,Biotechnology,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products
08171T102,,Domestic Common Stock,Financial Services,6036,Banks - Regional,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking
31943X102,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
G5269C101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
37959R103,,Domestic Common Stock Primary Class,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
394357107,,Domestic Common Stock,Financial Services,6036,Banks - Regional,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking
25432X102,,Domestic Common Stock Primary Class,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
635017106,,Domestic Common Stock,Consumer Defensive,2086,Beverages - Non-Alcoholic,Manufacturing,Bottled & Canned Soft Drinks & Carbonated Waters,,Candy & Soda
65345N106,,Domestic Common Stock Primary Class,Technology,3812,Software - Infrastructure,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment
64110D104,,Domestic Common Stock,Technology,3572,Computer Hardware,Manufacturing,Computer Storage Devices,,Computers
G9310A114,,ADR Common Stock,Technology,3669,Communication Equipment,Manufacturing,Communications Equipment Nec,,Electronic Equipment
G3473K100,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
62955J103,,Domestic Common Stock,Energy,3533,Oil & Gas Equipment & Services,Manufacturing,Oil & Gas Field Machinery & Equipment,,Machinery
126153105,,ADR Common Stock,Utilities,4911,Utilities - Regulated Electric,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities
62878D100,,Domestic Common Stock,Technology,7372,Information Technology Services,Services,Services-Prepackaged Software,,Business Services
632347100,,Domestic Common Stock,Consumer Cyclical,5812,Restaurants,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels
G6375R107,,ADR Common Stock Primary Class,Energy,1389,Oil & Gas Equipment & Services,Mining,Oil & Gas Field Services Nec,,Petroleum and Natural Gas
63633D104,,Domestic Common Stock,Real Estate,6798,REIT - Healthcare Facilities,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
629156407,,Domestic Common Stock,Industrials,2810,Security & Protection Services,Manufacturing,Industrial Inorganic Chemicals,,Chemicals
404303109,,Domestic Common Stock,Consumer Cyclical,5940,Specialty Retail,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,,Retail
671807105,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
91705J105,,Domestic Common Stock Primary Class,Communication Services,4832,Broadcasting,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,,Communication
62942M201,,ADR Common Stock,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
31573A109,,ADR Common Stock,Basic Materials,2621,Paper & Paper Products,Manufacturing,Paper Mills,,Business Supplies
29250X103,,Domestic Common Stock,Energy,1311,Oil & Gas Midstream,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
68280L101,,Domestic Common Stock,Consumer Cyclical,5531,Recreational Vehicles,Retail Trade,Retail-Auto & Home Supply Stores,,Retail
19716T101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
042068106,,ADR Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
02074j501,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
26153C103,,Domestic Common Stock,Communication Services,7812,Entertainment,Services,Services-Motion Picture & Video Tape Production,,Entertainment
86633r609,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
29244T101,,ADR Common Stock,Utilities,4911,Utilities - Regulated Electric,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities
82452J109,,Domestic Common Stock Primary Class,Technology,7389,Software - Infrastructure,Services,Services-Business Services Nec,,Business Services
31679F101,,Domestic Common Stock,Financial Services,6799,Asset Management,Finance Insurance And Real Estate,Investors Nec,,Trading
866683105,,Domestic Common Stock,Industrials,4512,Airlines,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation
81752R100,,Domestic Common Stock Primary Class,Real Estate,6500,REIT - Retail,Finance Insurance And Real Estate,Real Estate,,Real Estate
83418M103,,Domestic Common Stock,Energy,3533,Oil & Gas Equipment & Services,Manufacturing,Oil & Gas Field Machinery & Equipment,,Machinery
338488109,,Domestic Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
179895107,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
87288V101,,Domestic Common Stock,Technology,8742,Information Technology Services,Services,Services-Management Consulting Services,,Business Services
M7518J104,,ADR Common Stock,Technology,2844,Software - Infrastructure,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods
98423B306,,Domestic Common Stock Primary Class,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
82706C108,,ADR Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
30241L109,,Domestic Common Stock,Healthcare,3826,Medical Devices,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment
920437100,,Domestic Common Stock,Financial Services,6282,Financial Data & Stock Exchanges,Finance Insurance And Real Estate,Investment Advice,,Trading
Y8897Y230,,ADR Common Stock,Industrials,4412,Marine Shipping,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation
00767E102,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
22160k105,,Domestic Common Stock,Consumer Defensive,5331,Discount Stores,Retail Trade,Retail-Variety Stores,,Retail
g29183103,,Domestic Common Stock,Industrials,3590,Specialty Industrial Machinery,Manufacturing,Misc Industrial & Commercial Machinery & Equipment,,Machinery
11133B409,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
7591ep100,,Domestic Common Stock Primary Class,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
46625h100,,Domestic Common Stock Primary Class,Financial Services,6021,Banks - Diversified,Finance Insurance And Real Estate,National Commercial Banks,,Banking
75120L209,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
68389x105,,Domestic Common Stock Primary Class,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
862945300,,Domestic Common Stock Primary Class,Communication Services,7372,Internet Content & Information,Services,Services-Prepackaged Software,,Business Services
29759W101,,ADR Common Stock,Consumer Defensive,5411,Grocery Stores,Retail Trade,Retail-Grocery Stores,,Retail
88339j105,,Domestic Common Stock,Technology,7370,Software - Application,Services,Services-Computer Programming Data Processing Etc.,,Business Services
50185U105,,Domestic Common Stock,Healthcare,3841,Medical Devices,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
79466l302,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
30066A105,,Domestic Common Stock,Healthcare,8000,Health Information Services,Services,Services-Health Services,,Healthcare
g1151c101,,Domestic Common Stock,Technology,7389,Information Technology Services,Services,Services-Business Services Nec,,Business Services
m22465104,,ADR Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
031162100,,Domestic Common Stock,Healthcare,2836,Drug Manufacturers - General,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
369730304,,Domestic Common Stock,Industrials,7361,Staffing & Employment Services,Services,Services-Employment Agencies,,Business Services
74144t108,,Domestic Common Stock,Financial Services,6200,Asset Management,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,,Trading
86722a103,,Domestic Common Stock,Basic Materials,3312,Coking Coal,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
h2906t109,,Domestic Common Stock,Technology,3812,Scientific & Technical Instruments,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment
40701t104,,Domestic Common Stock,Consumer Cyclical,3634,Furnishings Fixtures & Appliances,Manufacturing,Electric Housewares & Fans,,Consumer Goods
92346j108,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
69608a108,,Domestic Common Stock,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
G7127P100,,Domestic Common Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
007974108,,Domestic Common Stock,Technology,7371,Software - Application,Services,Services-Computer Programming Services,,Business Services
46187W107,,Domestic Common Stock,Real Estate,6510,REIT - Residential,Finance Insurance And Real Estate,Real Estate Operators (No Developers) & Lessors,,Real Estate
L7257P106,,ADR Common Stock,Energy,1381,Oil & Gas Drilling,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas
00191G103,,Domestic Common Stock,Industrials,7330,Specialty Business Services,Services,Services-Mailing Reproduction Commercial Art & Photography,,Business Services
29428P107,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
48563L101,,Domestic Common Stock,Consumer Cyclical,3089,Packaging & Containers,Manufacturing,Plastics Products Nec,,Rubber and Plastic Products
10948C107,,Domestic Common Stock,Industrials,700,Specialty Business Services,Agriculture Forestry And Fishing,Agricultural Services,,Agriculture
124411109,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
023193105,,Domestic Common Stock,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
22284P105,,Domestic Common Stock,Industrials,4213,Trucking,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),,Transportation
201723103,,Domestic Common Stock,Basic Materials,3312,Steel,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
14174T107,,Domestic Common Stock,Real Estate,6798,REIT - Healthcare Facilities,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
827084864,,ADR Common Stock Primary Class,Technology,3674,Semiconductors,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
22266M104,,Domestic Common Stock,Consumer Defensive,7372,Education & Training Services,Services,Services-Prepackaged Software,,Business Services
26441C204,,Domestic Common Stock Primary Class,Utilities,4931,Utilities - Regulated Electric,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities
43300A203,,Domestic Common Stock,Consumer Cyclical,7011,Lodging,Services,Hotels & Motels,,Restaraunts Hotels Motels
278865100,,Domestic Common Stock,Basic Materials,2840,Specialty Chemicals,Manufacturing,Soap Detergents Cleang Preparations Perfumes Cosmetics,,Consumer Goods
404251100,,Domestic Common Stock,Industrials,2522,Business Equipment & Supplies,Manufacturing,Office Furniture (No Wood),,Business Supplies
583435201,,ADR Common Stock,Consumer Defensive,2000,Packaged Foods,Manufacturing,Food And Kindred Products,,Food Products
49714P108,,Domestic Common Stock,Financial Services,6331,Insurance - Property & Casualty,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance
438516106,,Domestic Common Stock,Industrials,3724,Conglomerates,Manufacturing,Aircraft Engines & Engine Parts,,Aircraft
410120109,,Domestic Common Stock Primary Class,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
42226A107,,Domestic Common Stock,Healthcare,7389,Health Information Services,Services,Services-Business Services Nec,,Business Services
47580P103,,Domestic Common Stock,Basic Materials,2430,Building Products & Equipment,Manufacturing,Millwood Veneer Plywood & Structural Wood Members,,Construction Materials
46266C105,,Domestic Common Stock,Healthcare,8731,Diagnostics & Research,Services,Services-Commercial Physical & Biological Research,,Business Services
500688106,,Domestic Common Stock,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
86722Y101,,Domestic Common Stock,Basic Materials,3312,Coking Coal,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc
